condition,seed,axis,position,state,probability
clock,37,elapsed_seconds,0.875,2,0.27661831422407607
clock,37,elapsed_seconds,0.875,3,0.183291098736573
clock,37,elapsed_seconds,0.875,4,0.07813454847518451
clock,37,elapsed_seconds,0.875,5,0.02142815369468983
clock,37,elapsed_seconds,0.875,6,0.0037805926233869204
clock,37,elapsed_seconds,0.875,7,0.00042909704441602633
clock,37,elapsed_seconds,1.125,0,0.11249243625599867
clock,37,elapsed_seconds,1.125,1,0.22014104968802944
clock,37,elapsed_seconds,1.125,2,0.27713887636448925
clock,37,elapsed_seconds,1.125,3,0.22445289034182858
clock,37,elapsed_seconds,1.125,4,0.11694758189901425
clock,37,elapsed_seconds,1.125,5,0.0392009343607885
clock,37,elapsed_seconds,1.125,6,0.008453495637661996
clock,37,elapsed_seconds,1.125,7,0.001172736016988968
clock,37,elapsed_seconds,1.375,0,0.07142528982811208
clock,37,elapsed_seconds,1.375,1,0.1695552173450478
clock,37,elapsed_seconds,1.375,2,0.25888924749768455
clock,37,elapsed_seconds,1.375,3,0.2542650507598385
clock,37,elapsed_seconds,1.375,4,0.16063884113289423
clock,37,elapsed_seconds,1.375,5,0.06528626537472168
clock,37,elapsed_seconds,1.375,6,0.01706913831476142
clock,37,elapsed_seconds,1.375,7,0.002870946427553305
clock,37,elapsed_seconds,1.625,0,0.04145003631891846
clock,37,elapsed_seconds,1.625,1,0.12000533829904297
clock,37,elapsed_seconds,1.625,2,0.22344645289975462
clock,37,elapsed_seconds,1.625,3,0.26759461429223275
clock,37,elapsed_seconds,1.625,4,0.20613046030251725
clock,37,elapsed_seconds,1.625,5,0.10213936386105504
clock,37,elapsed_seconds,1.625,6,0.03255749659757446
clock,37,elapsed_seconds,1.625,7,0.006676222394374244
clock,37,elapsed_seconds,1.875,0,0.02324609085917473
clock,37,elapsed_seconds,1.875,1,0.08100808901446206
clock,37,elapsed_seconds,1.875,2,0.18140321714537486
clock,37,elapsed_seconds,1.875,3,0.2610548151390893
clock,37,elapsed_seconds,1.875,4,0.24144586069243296
clock,37,elapsed_seconds,1.875,5,0.14352878871418182
clock,37,elapsed_seconds,1.875,6,0.05484262016557512
clock,37,elapsed_seconds,1.875,7,0.01347050407812709
clock,37,elapsed_seconds,2.125,0,0.013418789332111677
clock,37,elapsed_seconds,2.125,1,0.05490108331044515
clock,37,elapsed_seconds,2.125,2,0.14403732617696127
clock,37,elapsed_seconds,2.125,3,0.24232356250286102
clock,37,elapsed_seconds,2.125,4,0.26142239570617676
clock,37,elapsed_seconds,2.125,5,0.18084912498792013
clock,37,elapsed_seconds,2.125,6,0.0802262748281161
clock,37,elapsed_seconds,2.125,7,0.0228214580565691
clock,37,elapsed_seconds,2.375,0,0.0
clock,37,elapsed_seconds,2.375,1,0.0
clock,37,elapsed_seconds,2.375,2,0.0
clock,37,elapsed_seconds,2.375,3,0.0
clock,37,elapsed_seconds,2.375,4,0.0
clock,37,elapsed_seconds,2.375,5,0.0
clock,37,elapsed_seconds,2.375,6,0.0
clock,37,elapsed_seconds,2.375,7,0.0
clock,37,elapsed_seconds,2.625,0,0.0
clock,37,elapsed_seconds,2.625,1,0.0
clock,37,elapsed_seconds,2.625,2,0.0
clock,37,elapsed_seconds,2.625,3,0.0
clock,37,elapsed_seconds,2.625,4,0.0
clock,37,elapsed_seconds,2.625,5,0.0
clock,37,elapsed_seconds,2.625,6,0.0
clock,37,elapsed_seconds,2.625,7,0.0
clock,37,elapsed_seconds,2.875,0,0.0
clock,37,elapsed_seconds,2.875,1,0.0
clock,37,elapsed_seconds,2.875,2,0.0
clock,37,elapsed_seconds,2.875,3,0.0
clock,37,elapsed_seconds,2.875,4,0.0
clock,37,elapsed_seconds,2.875,5,0.0
clock,37,elapsed_seconds,2.875,6,0.0
clock,37,elapsed_seconds,2.875,7,0.0
clock,37,elapsed_seconds,3.125,0,0.0
clock,37,elapsed_seconds,3.125,1,0.0
clock,37,elapsed_seconds,3.125,2,0.0
clock,37,elapsed_seconds,3.125,3,0.0
clock,37,elapsed_seconds,3.125,4,0.0
clock,37,elapsed_seconds,3.125,5,0.0
clock,37,elapsed_seconds,3.125,6,0.0
clock,37,elapsed_seconds,3.125,7,0.0
clock,37,elapsed_seconds,3.375,0,0.0
clock,37,elapsed_seconds,3.375,1,0.0
clock,37,elapsed_seconds,3.375,2,0.0
clock,37,elapsed_seconds,3.375,3,0.0
clock,37,elapsed_seconds,3.375,4,0.0
clock,37,elapsed_seconds,3.375,5,0.0
clock,37,elapsed_seconds,3.375,6,0.0
clock,37,elapsed_seconds,3.375,7,0.0
clock,37,elapsed_seconds,3.625,0,0.0
clock,37,elapsed_seconds,3.625,1,0.0
clock,37,elapsed_seconds,3.625,2,0.0
clock,37,elapsed_seconds,3.625,3,0.0
clock,37,elapsed_seconds,3.625,4,0.0
clock,37,elapsed_seconds,3.625,5,0.0
clock,37,elapsed_seconds,3.625,6,0.0
clock,37,elapsed_seconds,3.625,7,0.0
clock,37,elapsed_seconds,3.875,0,0.0
clock,37,elapsed_seconds,3.875,1,0.0
clock,37,elapsed_seconds,3.875,2,0.0
clock,37,elapsed_seconds,3.875,3,0.0
clock,37,elapsed_seconds,3.875,4,0.0
clock,37,elapsed_seconds,3.875,5,0.0
clock,37,elapsed_seconds,3.875,6,0.0
clock,37,elapsed_seconds,3.875,7,0.0
clock,53,relative_progress,0.05,0,0.40034101570991776
clock,53,relative_progress,0.05,1,0.337362653752671
clock,53,relative_progress,0.05,2,0.18252668242099918
clock,53,relative_progress,0.05,3,0.06340542810532866
clock,53,relative_progress,0.05,4,0.01414181818504806
clock,53,relative_progress,0.05,5,0.0020252074506590615
clock,53,relative_progress,0.05,6,0.0001862201035600023
clock,53,relative_progress,0.05,7,1.0994665269174242e-05
clock,53,relative_progress,0.15,0,0.35700497122057206
clock,53,relative_progress,0.15,1,0.3364254086578831
clock,53,relative_progress,0.15,2,0.20379304928763453
clock,53,relative_progress,0.15,3,0.07935917784383396
clock,53,relative_progress,0.15,4,0.01986700271876887
clock,53,relative_progress,0.15,5,0.003197518394980816
clock,53,relative_progress,0.15,6,0.0003308698454233806
clock,53,relative_progress,0.15,7,2.201302547594213e-05
clock,53,relative_progress,0.25,0,0.31523092081141135
clock,53,relative_progress,0.25,1,0.3307093274006752
clock,53,relative_progress,0.25,2,0.22362195651316463
clock,53,relative_progress,0.25,3,0.09746873583815513
clock,53,relative_progress,0.25,4,0.02738583228046741
clock,53,relative_progress,0.25,5,0.004960394914365305
clock,53,relative_progress,0.25,6,0.000579229690741555
clock,53,relative_progress,0.25,7,4.3605014487835065e-05
clock,53,relative_progress,0.35,0,0.274224768069726
clock,53,relative_progress,0.35,1,0.3199922400184825
clock,53,relative_progress,0.35,2,0.24162551446303035
clock,53,relative_progress,0.35,3,0.1180741414176261
clock,53,relative_progress,0.35,4,0.037341545072663185
clock,53,relative_progress,0.35,5,0.007642756640628169
clock,53,relative_progress,0.35,6,0.001012284575739506
clock,53,relative_progress,0.35,7,8.675679780145221e-05
clock,53,relative_progress,0.45,0,0.2358474401127763
clock,53,relative_progress,0.45,1,0.3047617109613207
clock,53,relative_progress,0.45,2,0.2561430611453772
clock,53,relative_progress,0.45,3,0.14003432510299893
clock,53,relative_progress,0.45,4,0.04979653200039278
clock,53,relative_progress,0.45,5,0.01151614179898295
clock,53,relative_progress,0.45,6,0.001731576963528274
clock,53,relative_progress,0.45,7,0.00016921697957085607
clock,53,relative_progress,0.55,0,0.1998175356632309
clock,53,relative_progress,0.55,1,0.2851781292165102
clock,53,relative_progress,0.55,2,0.2664356729336642
clock,53,relative_progress,0.55,3,0.16296947042335683
clock,53,relative_progress,0.55,4,0.06525014447138905
clock,53,relative_progress,0.55,5,0.017093436875029698
clock,53,relative_progress,0.55,6,0.0029279596302028738
clock,53,relative_progress,0.55,7,0.0003276608394344106
clock,53,relative_progress,0.65,0,0.16641212679978815
clock,53,relative_progress,0.65,1,0.2617390044591391
clock,53,relative_progress,0.65,2,0.2715592022470746
clock,53,relative_progress,0.65,3,0.18588633266294657
clock,53,relative_progress,0.65,4,0.0839196146371311
clock,53,relative_progress,0.65,5,0.024966138749369444
clock,53,relative_progress,0.65,6,0.004888539448465312
clock,53,relative_progress,0.65,7,0.000629051477744346
clock,53,relative_progress,0.75,0,0.13672395118917205
clock,53,relative_progress,0.75,1,0.23593198832017315
clock,53,relative_progress,0.75,2,0.27081438707417843
clock,53,relative_progress,0.75,3,0.20685914247068254
clock,53,relative_progress,0.75,4,0.10509466892975035
clock,53,relative_progress,0.75,5,0.03546675826799496
clock,53,relative_progress,0.75,6,0.007934998163725714
clock,53,relative_progress,0.75,7,0.0011741113781456953
clock,53,relative_progress,0.85,0,0.11187616082993593
clock,53,relative_progress,0.85,1,0.20994595305151453
clock,53,relative_progress,0.85,2,0.264436749041777
clock,53,relative_progress,0.85,3,0.2237577092567947
clock,53,relative_progress,0.85,4,0.12713800080257384
clock,53,relative_progress,0.85,5,0.04842429305154687
clock,53,relative_progress,0.85,6,0.012329669432261358
clock,53,relative_progress,0.85,7,0.0020914631523784697
clock,53,relative_progress,0.95,0,0.08969180218927959
clock,53,relative_progress,0.95,1,0.18282272052428566
clock,53,relative_progress,0.95,2,0.25253312698445723
clock,53,relative_progress,0.95,3,0.2367905606063182
clock,53,relative_progress,0.95,4,0.15067502097766788
clock,53,relative_progress,0.95,5,0.06492519123132302
clock,53,relative_progress,0.95,6,0.018875827839752064
clock,53,relative_progress,0.95,7,0.003685747993688758
clock,53,elapsed_seconds,0.125,0,0.38372958078980446
clock,53,elapsed_seconds,0.125,1,0.3372599668800831
clock,53,elapsed_seconds,0.125,2,0.19070322904735804
clock,53,elapsed_seconds,0.125,3,0.06937483861111104
clock,53,elapsed_seconds,0.125,4,0.016236329509411007
clock,53,elapsed_seconds,0.125,5,0.0024445582675980404
clock,53,elapsed_seconds,0.125,6,0.0002367664455960039
clock,53,elapsed_seconds,0.125,7,1.4750996001566818e-05
clock,53,elapsed_seconds,0.375,0,0.30634333938360214
clock,53,elapsed_seconds,0.375,1,0.32937261275947094
clock,53,elapsed_seconds,0.375,2,0.22783460840582848
clock,53,elapsed_seconds,0.375,3,0.10139194317162037
clock,53,elapsed_seconds,0.375,4,0.029028947232291102
clock,53,elapsed_seconds,0.375,5,0.005346743666450493
clock,53,elapsed_seconds,0.375,6,0.0006335185644275043
clock,53,elapsed_seconds,0.375,7,4.8285499588018865e-05
clock,53,elapsed_seconds,0.625,0,0.23260860054840132
clock,53,elapsed_seconds,0.625,1,0.3058199241654979
clock,53,elapsed_seconds,0.625,2,0.2586738175722127
clock,53,elapsed_seconds,0.625,3,0.14076226078537116
clock,53,elapsed_seconds,0.625,4,0.049278970594962744
clock,53,elapsed_seconds,0.625,5,0.01109856755482321
clock,53,elapsed_seconds,0.625,6,0.001607998634314107
clock,53,elapsed_seconds,0.625,7,0.0001498633553769041
clock,53,elapsed_seconds,0.875,0,0.16774857077771288
clock,53,elapsed_seconds,0.875,1,0.26856964467001265
clock,53,elapsed_seconds,0.875,2,0.27661831422407607
clock,53,elapsed_seconds,0.875,3,0.183291098736573
clock,53,elapsed_seconds,0.875,4,0.07813454847518451
clock,53,elapsed_seconds,0.875,5,0.02142815369468983
clock,53,elapsed_seconds,0.875,6,0.0037805926233869204
clock,53,elapsed_seconds,0.875,7,0.00042909704441602633
clock,53,elapsed_seconds,1.125,0,0.11249243625599867
clock,53,elapsed_seconds,1.125,1,0.22014104968802944
clock,53,elapsed_seconds,1.125,2,0.27713887636448925
clock,53,elapsed_seconds,1.125,3,0.22445289034182858
clock,53,elapsed_seconds,1.125,4,0.11694758189901425
clock,53,elapsed_seconds,1.125,5,0.0392009343607885
clock,53,elapsed_seconds,1.125,6,0.008453495637661996
clock,53,elapsed_seconds,1.125,7,0.001172736016988968
clock,53,elapsed_seconds,1.375,0,0.07142528982811208
clock,53,elapsed_seconds,1.375,1,0.1695552173450478
clock,53,elapsed_seconds,1.375,2,0.25888924749768455
clock,53,elapsed_seconds,1.375,3,0.2542650507598385
clock,53,elapsed_seconds,1.375,4,0.16063884113289423
clock,53,elapsed_seconds,1.375,5,0.06528626537472168
clock,53,elapsed_seconds,1.375,6,0.01706913831476142
clock,53,elapsed_seconds,1.375,7,0.002870946427553305
clock,53,elapsed_seconds,1.625,0,0.04145003631891846
clock,53,elapsed_seconds,1.625,1,0.12000533829904297
clock,53,elapsed_seconds,1.625,2,0.22344645289975462
clock,53,elapsed_seconds,1.625,3,0.26759461429223275
clock,53,elapsed_seconds,1.625,4,0.20613046030251725
clock,53,elapsed_seconds,1.625,5,0.10213936386105504
clock,53,elapsed_seconds,1.625,6,0.03255749659757446
clock,53,elapsed_seconds,1.625,7,0.006676222394374244
clock,53,elapsed_seconds,1.875,0,0.02324609085917473
clock,53,elapsed_seconds,1.875,1,0.08100808901446206
clock,53,elapsed_seconds,1.875,2,0.18140321714537486
clock,53,elapsed_seconds,1.875,3,0.2610548151390893
clock,53,elapsed_seconds,1.875,4,0.24144586069243296
clock,53,elapsed_seconds,1.875,5,0.14352878871418182
clock,53,elapsed_seconds,1.875,6,0.05484262016557512
clock,53,elapsed_seconds,1.875,7,0.01347050407812709
clock,53,elapsed_seconds,2.125,0,0.013418789332111677
clock,53,elapsed_seconds,2.125,1,0.05490108331044515
clock,53,elapsed_seconds,2.125,2,0.14403732617696127
clock,53,elapsed_seconds,2.125,3,0.24232356250286102
clock,53,elapsed_seconds,2.125,4,0.26142239570617676
clock,53,elapsed_seconds,2.125,5,0.18084912498792013
clock,53,elapsed_seconds,2.125,6,0.0802262748281161
clock,53,elapsed_seconds,2.125,7,0.0228214580565691
clock,53,elapsed_seconds,2.375,0,0.0
clock,53,elapsed_seconds,2.375,1,0.0
clock,53,elapsed_seconds,2.375,2,0.0
clock,53,elapsed_seconds,2.375,3,0.0
clock,53,elapsed_seconds,2.375,4,0.0
clock,53,elapsed_seconds,2.375,5,0.0
clock,53,elapsed_seconds,2.375,6,0.0
clock,53,elapsed_seconds,2.375,7,0.0
clock,53,elapsed_seconds,2.625,0,0.0
clock,53,elapsed_seconds,2.625,1,0.0
clock,53,elapsed_seconds,2.625,2,0.0
clock,53,elapsed_seconds,2.625,3,0.0
clock,53,elapsed_seconds,2.625,4,0.0
clock,53,elapsed_seconds,2.625,5,0.0
clock,53,elapsed_seconds,2.625,6,0.0
clock,53,elapsed_seconds,2.625,7,0.0
clock,53,elapsed_seconds,2.875,0,0.0
clock,53,elapsed_seconds,2.875,1,0.0
clock,53,elapsed_seconds,2.875,2,0.0
clock,53,elapsed_seconds,2.875,3,0.0
clock,53,elapsed_seconds,2.875,4,0.0
clock,53,elapsed_seconds,2.875,5,0.0
clock,53,elapsed_seconds,2.875,6,0.0
clock,53,elapsed_seconds,2.875,7,0.0
clock,53,elapsed_seconds,3.125,0,0.0
clock,53,elapsed_seconds,3.125,1,0.0
clock,53,elapsed_seconds,3.125,2,0.0
clock,53,elapsed_seconds,3.125,3,0.0
clock,53,elapsed_seconds,3.125,4,0.0
clock,53,elapsed_seconds,3.125,5,0.0
clock,53,elapsed_seconds,3.125,6,0.0
clock,53,elapsed_seconds,3.125,7,0.0
clock,53,elapsed_seconds,3.375,0,0.0
clock,53,elapsed_seconds,3.375,1,0.0
clock,53,elapsed_seconds,3.375,2,0.0
clock,53,elapsed_seconds,3.375,3,0.0
clock,53,elapsed_seconds,3.375,4,0.0
clock,53,elapsed_seconds,3.375,5,0.0
clock,53,elapsed_seconds,3.375,6,0.0
clock,53,elapsed_seconds,3.375,7,0.0
clock,53,elapsed_seconds,3.625,0,0.0
clock,53,elapsed_seconds,3.625,1,0.0
clock,53,elapsed_seconds,3.625,2,0.0
clock,53,elapsed_seconds,3.625,3,0.0
clock,53,elapsed_seconds,3.625,4,0.0
clock,53,elapsed_seconds,3.625,5,0.0
clock,53,elapsed_seconds,3.625,6,0.0
clock,53,elapsed_seconds,3.625,7,0.0
clock,53,elapsed_seconds,3.875,0,0.0
clock,53,elapsed_seconds,3.875,1,0.0
clock,53,elapsed_seconds,3.875,2,0.0
clock,53,elapsed_seconds,3.875,3,0.0
clock,53,elapsed_seconds,3.875,4,0.0
clock,53,elapsed_seconds,3.875,5,0.0
clock,53,elapsed_seconds,3.875,6,0.0
clock,53,elapsed_seconds,3.875,7,0.0
clock,71,relative_progress,0.05,0,0.40034101570991776
clock,71,relative_progress,0.05,1,0.337362653752671
clock,71,relative_progress,0.05,2,0.18252668242099918
clock,71,relative_progress,0.05,3,0.06340542810532866
clock,71,relative_progress,0.05,4,0.01414181818504806
clock,71,relative_progress,0.05,5,0.0020252074506590615
clock,71,relative_progress,0.05,6,0.0001862201035600023
clock,71,relative_progress,0.05,7,1.0994665269174242e-05
clock,71,relative_progress,0.15,0,0.35700497122057206
clock,71,relative_progress,0.15,1,0.3364254086578831
clock,71,relative_progress,0.15,2,0.20379304928763453
clock,71,relative_progress,0.15,3,0.07935917784383396
clock,71,relative_progress,0.15,4,0.01986700271876887
clock,71,relative_progress,0.15,5,0.003197518394980816
clock,71,relative_progress,0.15,6,0.0003308698454233806
clock,71,relative_progress,0.15,7,2.201302547594213e-05
clock,71,relative_progress,0.25,0,0.31523092081141135
clock,71,relative_progress,0.25,1,0.3307093274006752
clock,71,relative_progress,0.25,2,0.22362195651316463
clock,71,relative_progress,0.25,3,0.09746873583815513
clock,71,relative_progress,0.25,4,0.02738583228046741
clock,71,relative_progress,0.25,5,0.004960394914365305
clock,71,relative_progress,0.25,6,0.000579229690741555
clock,71,relative_progress,0.25,7,4.3605014487835065e-05
clock,71,relative_progress,0.35,0,0.274224768069726
clock,71,relative_progress,0.35,1,0.3199922400184825
clock,71,relative_progress,0.35,2,0.24162551446303035
clock,71,relative_progress,0.35,3,0.1180741414176261
clock,71,relative_progress,0.35,4,0.037341545072663185
clock,71,relative_progress,0.35,5,0.007642756640628169
clock,71,relative_progress,0.35,6,0.001012284575739506
clock,71,relative_progress,0.35,7,8.675679780145221e-05
clock,71,relative_progress,0.45,0,0.2358474401127763
clock,71,relative_progress,0.45,1,0.3047617109613207
clock,71,relative_progress,0.45,2,0.2561430611453772
clock,71,relative_progress,0.45,3,0.14003432510299893
clock,71,relative_progress,0.45,4,0.04979653200039278
clock,71,relative_progress,0.45,5,0.01151614179898295
clock,71,relative_progress,0.45,6,0.001731576963528274
clock,71,relative_progress,0.45,7,0.00016921697957085607
clock,71,relative_progress,0.55,0,0.1998175356632309
clock,71,relative_progress,0.55,1,0.2851781292165102
clock,71,relative_progress,0.55,2,0.2664356729336642
clock,71,relative_progress,0.55,3,0.16296947042335683
clock,71,relative_progress,0.55,4,0.06525014447138905
clock,71,relative_progress,0.55,5,0.017093436875029698
clock,71,relative_progress,0.55,6,0.0029279596302028738
clock,71,relative_progress,0.55,7,0.0003276608394344106
clock,71,relative_progress,0.65,0,0.16641212679978815
clock,71,relative_progress,0.65,1,0.2617390044591391
clock,71,relative_progress,0.65,2,0.2715592022470746
clock,71,relative_progress,0.65,3,0.18588633266294657
clock,71,relative_progress,0.65,4,0.0839196146371311
clock,71,relative_progress,0.65,5,0.024966138749369444
clock,71,relative_progress,0.65,6,0.004888539448465312
clock,71,relative_progress,0.65,7,0.000629051477744346
clock,71,relative_progress,0.75,0,0.13672395118917205
clock,71,relative_progress,0.75,1,0.23593198832017315
clock,71,relative_progress,0.75,2,0.27081438707417843
clock,71,relative_progress,0.75,3,0.20685914247068254
clock,71,relative_progress,0.75,4,0.10509466892975035
clock,71,relative_progress,0.75,5,0.03546675826799496
clock,71,relative_progress,0.75,6,0.007934998163725714
clock,71,relative_progress,0.75,7,0.0011741113781456953
clock,71,relative_progress,0.85,0,0.11187616082993593
clock,71,relative_progress,0.85,1,0.20994595305151453
clock,71,relative_progress,0.85,2,0.264436749041777
clock,71,relative_progress,0.85,3,0.2237577092567947
clock,71,relative_progress,0.85,4,0.12713800080257384
clock,71,relative_progress,0.85,5,0.04842429305154687
clock,71,relative_progress,0.85,6,0.012329669432261358
clock,71,relative_progress,0.85,7,0.0020914631523784697
clock,71,relative_progress,0.95,0,0.08969180218927959
