probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,original,pretrained_frozen,diagonal,on,D,37,l1,pre_reset,valid,whole_mean,128,1.0,0.4804116022866023,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.29302503052503054}, {""C"": 0.01, ""val_balanced_accuracy"": 0.3785121128871129}, {""C"": 0.1, ""val_balanced_accuracy"": 0.4688294344544344}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4804116022866023}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4595418470418471}]",0.9882352941176471,0.9888987520396039,0.9885966229368567,0.4970414201183432,0.4804116022866023,0.4647434744686026,0.5402298850574713,0.535039592760181,0.5100178671407302
l1__pre_reset__valid__fixed250_ordered_mean,original,pretrained_frozen,diagonal,on,D,37,l1,pre_reset,valid,fixed250_ordered_mean,2048,1.0,0.6144775363525363,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5644206487956488}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5988029331779332}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6096164252414252}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6144775363525363}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6000180375180375}]",1.0,1.0,1.0,0.6272189349112426,0.6144775363525363,0.6182200566759811,0.6839080459770115,0.68238350701586,0.6701943517664567
l1__pre_reset__window__whole_mean,original,pretrained_frozen,diagonal,on,D,37,l1,pre_reset,window,whole_mean,128,1.0,0.5430583305583306,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.32580128205128206}, {""C"": 0.01, ""val_balanced_accuracy"": 0.4617174492174492}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5101755883005882}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5430583305583306}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5270521145521144}]",0.9941176470588236,0.994437114006634,0.994498648998225,0.5562130177514792,0.5430583305583306,0.5358863355184935,0.5517241379310345,0.5417902155034509,0.5422995682682384
l1__pre_reset__window__fixed250_ordered_mean,original,pretrained_frozen,diagonal,on,D,37,l1,pre_reset,window,fixed250_ordered_mean,2048,1.0,0.6356424825174826,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.586726467976468}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6116976773226773}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6252258158508158}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6356424825174826}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6072333916083915}]",1.0,1.0,1.0,0.6449704142011834,0.6356424825174826,0.6421000624175562,0.6954022988505747,0.6905707242104301,0.6825212582694823
l1__communication__valid__whole_mean,original,pretrained_frozen,diagonal,on,D,37,l1,communication,valid,whole_mean,128,0.01,0.5255772005772006,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3907564657564657}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5255772005772006}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5211129148629149}, {""C"": 1.0, ""val_balanced_accuracy"": 0.4769681707181707}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4453213453213453}]",0.7862745098039216,0.7800663951140937,0.7924013326634348,0.5384615384615384,0.5255772005772006,0.5154964367349564,0.39655172413793105,0.3893957961972668,0.3859268860019967
l1__communication__valid__fixed250_ordered_mean,original,pretrained_frozen,diagonal,on,D,37,l1,communication,valid,fixed250_ordered_mean,2048,0.01,0.6351846070596071,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5229752886002885}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6351846070596071}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5944468725718726}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5892881424131424}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5573707542457543}]",0.9686274509803922,0.9662861977444254,0.9688144456969696,0.6449704142011834,0.6351846070596071,0.6391602797063018,0.5977011494252874,0.5919229055258467,0.5825606421862611
l1__communication__valid__whole_count,original,pretrained_frozen,diagonal,on,D,37,l1,communication,valid,whole_count,128,0.1,0.5386342823842823,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.37695360195360195}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5214469558219558}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5386342823842823}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5145177738927739}, {""C"": 10.0, ""val_balanced_accuracy"": 0.48722458097458093}]",0.9450980392156862,0.9433502011742507,0.9465572676575315,0.5502958579881657,0.5386342823842823,0.5284605893971871,0.47126436781609193,0.46578782736870966,0.454169292887985
l1__communication__valid__fixed250_count,original,pretrained_frozen,diagonal,on,D,37,l1,communication,valid,fixed250_count,2048,0.01,0.6187180874680875,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5227383727383726}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6187180874680875}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6068629287379287}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6139808108558108}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6131261100011101}]",0.9627450980392157,0.960802113957521,0.9639292266839933,0.6272189349112426,0.6187180874680875,0.6209286503607657,0.6149425287356322,0.610851729969377,0.5999060647366273
l1__communication__window__whole_mean,original,pretrained_frozen,diagonal,on,D,37,l1,communication,window,whole_mean,128,0.1,0.5342310467310467,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.378155525030525}, {""C"": 0.01, ""val_balanced_accuracy"": 0.49941169941169944}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5342310467310467}, {""C"": 1.0, ""val_balanced_accuracy"": 0.48578608891108893}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4421734515484515}]",0.9490196078431372,0.9469348450225393,0.9502799916273026,0.5443786982248521,0.5342310467310467,0.5251249826583096,0.46551724137931033,0.4619275332510626,0.4433328144005893
l1__communication__window__fixed250_ordered_mean,original,pretrained_frozen,diagonal,on,D,37,l1,communication,window,fixed250_ordered_mean,2048,0.01,0.6163506632256633,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5380161505161504}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6163506632256633}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5905434842934844}, {""C"": 1.0, ""val_balanced_accuracy"": 0.57932171994672}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5767784299034299}]",0.9725490196078431,0.9710739824235145,0.9731084915273177,0.6272189349112426,0.6163506632256633,0.620301431449439,0.6379310344827587,0.6313155594405594,0.6272522841795288
l1__communication__window__whole_count,original,pretrained_frozen,diagonal,on,D,37,l1,communication,window,whole_count,128,0.1,0.5342310467310467,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.378155525030525}, {""C"": 0.01, ""val_balanced_accuracy"": 0.49941169941169944}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5342310467310467}, {""C"": 1.0, ""val_balanced_accuracy"": 0.48578608891108893}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4421734515484515}]",0.9490196078431372,0.9469348450225393,0.9502799916273026,0.5443786982248521,0.5342310467310467,0.5251249826583096,0.46551724137931033,0.4619275332510626,0.4433328144005893
l1__communication__window__fixed250_count,original,pretrained_frozen,diagonal,on,D,37,l1,communication,window,fixed250_count,2048,0.01,0.6163506632256633,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5380161505161504}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6163506632256633}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5905434842934844}, {""C"": 1.0, ""val_balanced_accuracy"": 0.57932171994672}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5767784299034299}]",0.9725490196078431,0.9710739824235145,0.9731084915273177,0.6272189349112426,0.6163506632256633,0.620301431449439,0.6379310344827587,0.6313155594405594,0.6272522841795288
