probe,variant,l1_init,topology,fusion,architecture_case,seed,layer,state,support,aggregation,feature_dim,selected_C,selected_val_balanced_accuracy,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
l1__pre_reset__valid__whole_mean,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,pre_reset,valid,whole_mean,128,1.0,0.5550165112665114,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.3429487179487179}, {""C"": 0.01, ""val_balanced_accuracy"": 0.48152229714729716}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5107250388500388}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5550165112665114}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5305982212232213}]",0.9862745098039216,0.9866067610345874,0.9868067788460305,0.5621301775147929,0.5550165112665114,0.5551083727111032,0.5114942528735632,0.4971758021390374,0.49618084960024583
l1__pre_reset__valid__fixed250_ordered_mean,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,pre_reset,valid,fixed250_ordered_mean,2048,0.01,0.715786297036297,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6346795565545565}, {""C"": 0.01, ""val_balanced_accuracy"": 0.715786297036297}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7010159978909979}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6782366938616938}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6534867909867909}]",0.9921568627450981,0.9916258583811776,0.9921533663469148,0.7159763313609467,0.715786297036297,0.7129109710845981,0.7298850574712644,0.7337092645916176,0.7205494692965114
l1__pre_reset__window__whole_mean,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,pre_reset,window,whole_mean,128,1.0,0.5649256993006992,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4185897435897436}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5056006493506493}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5532328782328783}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5649256993006992}, {""C"": 10.0, ""val_balanced_accuracy"": 0.5384105477855478}]",0.984313725490196,0.9854545190157133,0.9854610413798687,0.5739644970414202,0.5649256993006992,0.5746554149536349,0.5459770114942529,0.5302986025412496,0.5341860600155225
l1__pre_reset__window__fixed250_ordered_mean,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,pre_reset,window,fixed250_ordered_mean,2048,0.01,0.7237456987456988,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.6483547702297703}, {""C"": 0.01, ""val_balanced_accuracy"": 0.7237456987456988}, {""C"": 0.1, ""val_balanced_accuracy"": 0.7126345876345876}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6830575674325674}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6905993312243313}]",0.9921568627450981,0.9916258583811776,0.9921533663469148,0.727810650887574,0.7237456987456988,0.7215648752672346,0.7183908045977011,0.7234572820969879,0.7104250901676261
l1__communication__valid__whole_mean,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,communication,valid,whole_mean,128,1.0,0.5072011322011322,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.419495781995782}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5024662837162838}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5024638555888555}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5072011322011322}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4539196914196914}]",0.984313725490196,0.9854471885779029,0.9856232504959405,0.5088757396449705,0.5072011322011322,0.4841797414515468,0.4827586206896552,0.4640184366287308,0.46630468794447294
l1__communication__valid__fixed250_ordered_mean,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,communication,valid,fixed250_ordered_mean,2048,1.0,0.6390765484515485,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5703938422688423}, {""C"": 0.01, ""val_balanced_accuracy"": 0.624075924075924}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6187909312909312}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6390765484515485}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6335078116328118}]",1.0,1.0,1.0,0.6390532544378699,0.6390765484515485,0.6282216642310374,0.6206896551724138,0.6179632867132867,0.6102407397288183
l1__communication__valid__whole_count,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,communication,valid,whole_count,128,0.1,0.5482836607836609,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4158730158730159}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5183486652236652}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5482836607836609}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5331321456321456}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4977688977688977}]",0.9372549019607843,0.9357988635078285,0.9419290220017965,0.5443786982248521,0.5482836607836609,0.5313118597879034,0.4885057471264368,0.4656901309474839,0.46112898949245823
l1__communication__valid__fixed250_count,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,communication,valid,fixed250_count,2048,1.0,0.6442848817848817,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5436577311577312}, {""C"": 0.01, ""val_balanced_accuracy"": 0.6147505272505273}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6247433122433123}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6442848817848817}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6340895215895216}]",1.0,1.0,1.0,0.6449704142011834,0.6442848817848817,0.634626178690315,0.632183908045977,0.6318490333196216,0.624932048585625
l1__communication__window__whole_mean,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,communication,window,whole_mean,128,0.1,0.5475396131646132,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.4106646825396825}, {""C"": 0.01, ""val_balanced_accuracy"": 0.5055645743145744}, {""C"": 0.1, ""val_balanced_accuracy"": 0.5475396131646132}, {""C"": 1.0, ""val_balanced_accuracy"": 0.5267218892218892}, {""C"": 10.0, ""val_balanced_accuracy"": 0.4769355644355644}]",0.9392156862745098,0.9387750539840191,0.9444554266679331,0.5443786982248521,0.5475396131646132,0.5298440427663967,0.4827586206896552,0.46013457539192837,0.45370805872619036
l1__communication__window__fixed250_ordered_mean,postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,communication,window,fixed250_ordered_mean,2048,1.0,0.6367833555333555,"[{""C"": 0.001, ""val_balanced_accuracy"": 0.5488660644910645}, {""C"": 0.01, ""val_balanced_accuracy"": 0.614403305028305}, {""C"": 0.1, ""val_balanced_accuracy"": 0.6183330558330558}, {""C"": 1.0, ""val_balanced_accuracy"": 0.6367833555333555}, {""C"": 10.0, ""val_balanced_accuracy"": 0.6184645215895216}]",1.0,1.0,1.0,0.6331360946745562,0.6367833555333555,0.624546819073184,0.6149425287356322,0.6146748880204763,0.607116869028993
