stage,l1_mem_shift,layer,shift,mean_value_per_neuron_step_count,mean_value_per_neuron_step_mean,mean_value_per_neuron_step_std,dead_neuron_fraction_count,dead_neuron_fraction_mean,dead_neuron_fraction_std,high_rate_neuron_fraction_ge_0p5_count,high_rate_neuron_fraction_ge_0p5_mean,high_rate_neuron_fraction_ge_0p5_std,saturated_neuron_fraction_ge_0p95_count,saturated_neuron_fraction_ge_0p95_mean,saturated_neuron_fraction_ge_0p95_std,mean_spikes_per_neuron_s_count,mean_spikes_per_neuron_s_mean,mean_spikes_per_neuron_s_std
frozen_replay,1,l1,2,3,0.005762965884059668,0.0010756671277707172,3,0.12403100977341334,0.03552384409007028,3,0.0,0.0,3,0.0,0.0,3,0.3688298165798187,0.0688426961773259
frozen_replay,1,l1,3,3,0.02830176365872224,0.002926450017230915,3,0.11627907305955887,0.023255817592144012,3,0.0,0.0,3,0.0,0.0,3,1.8113128741582234,0.18729280110277857
frozen_replay,1,l1,4,3,0.129745215177536,0.018897087418556256,3,0.08730158768594265,0.05498573987161204,3,0.06349206467469533,0.02749287047350536,3,0.0,0.0,3,8.303693771362305,1.2094135947876004
frozen_replay,1,l2,2,3,0.33588362733523053,0.018907074987665737,3,0.0,0.0,3,0.007751937955617905,0.013426750396251824,3,0.0,0.0,3,21.496552149454754,1.2100527992106072
frozen_replay,1,l2,3,3,0.3650330702463786,0.011676638562283032,3,0.0,0.0,3,0.023255813866853714,0.0,3,0.0,0.0,3,23.36211649576823,0.7473048679861141
frozen_replay,1,l2,4,3,0.38969846566518146,0.013544863222066826,3,0.0,0.0,3,0.12698413183291754,0.04956347739921869,3,0.0,0.0,3,24.940701802571613,0.8668712462122768
frozen_replay,2,l1,2,3,0.01899971440434456,0.003339391935399129,3,0.0620155061284701,0.013426752547049179,3,0.0,0.0,3,0.0,0.0,3,1.2159817218780518,0.21372108386554425
frozen_replay,2,l1,3,3,0.0681244544684887,0.005595820350111622,3,0.09302325795094173,0.023255813866853818,3,0.0,0.0,3,0.0,0.0,3,4.359965085983276,0.3581325024071438
frozen_replay,2,l1,4,3,0.20613573491573334,0.024810438650769852,3,0.08730158768594265,0.05498573987161204,3,0.07142857337991397,0.023809524253010778,3,0.0,0.0,3,13.192687034606934,1.5878680736492705
frozen_replay,2,l2,2,3,0.35233895977338153,0.010233820778959426,3,0.0,0.0,3,0.13178294897079468,0.02685350079250365,3,0.0,0.0,3,22.549693425496418,0.6549645298534033
frozen_replay,2,l2,3,3,0.37410248319307965,0.010744529151520526,3,0.0,0.0,3,0.17054263750712076,0.07104768818014057,3,0.0,0.0,3,23.942558924357098,0.6876498656973137
frozen_replay,2,l2,4,3,0.3983112672964732,0.020131687957834682,3,0.0,0.0,3,0.2777777860562007,0.05991932523820554,3,0.0,0.0,3,25.491921106974285,1.2884280293014196
frozen_replay,3,l1,2,3,0.03538540254036585,0.005840429040788228,3,0.07751938203970592,0.035523844090070276,3,0.0,0.0,3,0.0,0.0,3,2.2646657625834146,0.3737874586104466
frozen_replay,3,l1,3,3,0.09916544208923976,0.008371162446001983,3,0.06976744532585144,0.0,3,0.0,0.0,3,0.0,0.0,3,6.346588293711345,0.5357543965441269
frozen_replay,3,l1,4,3,0.24838081498940787,0.027839454867790804,3,0.08730158768594265,0.05498573987161204,3,0.08730158830682437,0.03636964823717791,3,0.0,0.0,3,15.896372159322103,1.7817251115386115
frozen_replay,3,l2,2,3,0.3577072223027547,0.007967552445728417,3,0.0,0.0,3,0.20930232107639313,0.0,3,0.0,0.0,3,22.8932622273763,0.5099233565266187
frozen_replay,3,l2,3,3,0.38430320223172504,0.02168594619801612,3,0.0,0.0,3,0.26356589794158936,0.11705169327425247,3,0.0,0.0,3,24.595404942830402,1.3879005566730316
frozen_replay,3,l2,4,3,0.41567204395929974,0.030820374995522818,3,0.0,0.0,3,0.3730158805847168,0.05991931734337738,3,0.0,0.0,3,26.603010813395183,1.9725039997134604
frozen_replay,4,l1,2,3,0.047091156244277954,0.007397497421700281,3,0.08527132123708725,0.02685350079250365,3,0.0,0.0,3,0.0,0.0,3,3.013833999633789,0.473439834988818
frozen_replay,4,l1,3,3,0.1161215528845787,0.010290130110678189,3,0.06976744532585144,0.0,3,0.0,0.0,3,0.0,0.0,3,7.431779384613037,0.6585683270834041
frozen_replay,4,l1,4,3,0.26882100105285645,0.029372543383776827,3,0.08730158768594265,0.05498573987161204,3,0.08730158830682437,0.03636964823717791,3,0.0,0.0,3,17.204544067382812,1.879842776561717
frozen_replay,4,l2,2,3,0.36429237325986225,0.007877379794821787,3,0.0,0.0,3,0.25581396122773487,0.02325581759214441,3,0.0,0.0,3,23.314711888631184,0.5041523068685944
frozen_replay,4,l2,3,3,0.39278624455134076,0.026286980057884476,3,0.0,0.0,3,0.28682170808315277,0.05852583775544518,3,0.0,0.0,3,25.13831965128581,1.6823667237046065
frozen_replay,4,l2,4,3,0.42740901311238605,0.03665027524740246,3,0.0,0.0,3,0.3968254029750824,0.09622503912947801,3,0.0,0.0,3,27.354176839192707,2.3456176158337576
