objective,seed,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_hidden_1_firing_rate,train_hidden_2_firing_rate,train_output_firing_rate,train_output_full_window_firing_rate,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_hidden_1_firing_rate,val_hidden_2_firing_rate,val_output_firing_rate,val_output_full_window_firing_rate,val_silent_output_fraction
relative_10bin_ce,101,1,2.4832354371601046,0.0963855421686747,0.08659781576448243,0.023405744524579348,0.00021995431858911016,5.325485286482322e-05,0.00019819005030119306,8.404152323580034e-05,2.48481822013855,0.09523809523809523,0.08333333333333333,0.014492753623188406,2.8805636028443508e-05,0.0,0.0,0.0,1.0
relative_10bin_ce,101,2,2.4805355523416384,0.09982788296041308,0.08999287749287749,0.02721577546831967,0.00022937532450131474,6.372263721171721e-05,0.00023866548310918318,0.00010421148881239243,2.4845187664031982,0.09523809523809523,0.08333333333333333,0.014492753623188406,2.949148450531121e-05,0.0,0.0,0.0,1.0
relative_10bin_ce,101,3,2.4765841177121293,0.10154905335628227,0.0915954415954416,0.03016071018496072,0.00024403022258696636,7.798499338436029e-05,0.00031822064414557756,0.00013838837492828458,2.484311103820801,0.09523809523809523,0.08333333333333333,0.014492753623188406,3.2920726889649725e-05,0.0,0.0,0.0,1.0
relative_10bin_ce,101,4,2.4730619850749607,0.09982788296041308,0.0897727069110717,0.029315628175691066,0.00026077867754199677,9.277073877434806e-05,0.0004089414418186589,0.00018208996701090074,2.484083890914917,0.09523809523809523,0.08333333333333333,0.014492753623188406,3.7035817750855936e-05,0.0,0.0,0.0,1.0
relative_10bin_ce,101,5,2.4679579041295536,0.0981067125645439,0.08820037986704654,0.02614645285196802,0.00028590135997454233,0.00011920189425025541,0.0005973615600627509,0.0002706137048192771,2.48386549949646,0.09523809523809523,0.08333333333333333,0.014492753623188406,4.1836757088929855e-05,0.0,0.0,0.0,1.0
relative_10bin_ce,101,6,2.4627181174627886,0.10327022375215146,0.09342836728843018,0.03632932277101046,0.0003224077578843352,0.00016133472624650376,0.0009113950904695708,0.0004213281698221457,2.483621835708618,0.09523809523809523,0.08333333333333333,0.014492753623188406,5.28103327188131e-05,0.0,0.0,0.0,1.0
relative_10bin_ce,101,7,2.4555163100336177,0.10499139414802065,0.09543391298894444,0.04219362729581735,0.0003642788952719112,0.00021615974676336108,0.0012672997582639667,0.0005871701090074584,2.483412742614746,0.09523809523809523,0.08333333333333333,0.014492753623188406,6.789899920990256e-05,0.0,0.0,0.0,1.0
relative_10bin_ce,101,8,2.448723369539297,0.10499139414802065,0.09552825261158594,0.04174561208998464,0.00040052359857303165,0.0002662742643241161,0.001652514222229666,0.0007787847819850832,2.483219861984253,0.09523809523809523,0.08333333333333333,0.014492753623188406,7.681502940918269e-05,0.0,0.0,0.0,1.0
relative_10bin_ce,101,9,2.43672687584685,0.11359724612736662,0.1045418189718504,0.05827042459146794,0.00044789032274272696,0.000340202991274055,0.002382467717353074,0.0011020645080321286,2.483041286468506,0.09523809523809523,0.08333333333333333,0.014492753623188406,9.053199894653674e-05,3.429242384338513e-06,0.0,0.0,1.0
relative_10bin_ce,101,10,2.423717566078173,0.11876075731497418,0.10928903716246481,0.06615608771272598,0.0005041546636072822,0.00044043202639556503,0.003201746305569978,0.0014791308089500861,2.482110023498535,0.09523809523809523,0.08333333333333333,0.014598540145985403,0.00010973575629883242,9.601878676147837e-06,2.926286834635531e-05,1.0333994708994708e-05,0.9920634920634921
relative_10bin_ce,101,11,2.413144822375089,0.12908777969018934,0.1190327612929814,0.08342605489447702,0.0005279688729964661,0.000484527567956856,0.003408310583348686,0.0015676545467584624,2.481931686401367,0.09523809523809523,0.08333333333333333,0.014598540145985403,0.00012139518040558336,9.601878676147837e-06,2.1947151259766484e-05,7.750496031746031e-06,0.9920634920634921
relative_10bin_ce,101,12,2.401247703680278,0.12736660929432014,0.1176616786718988,0.07986999394621701,0.0005516522350813137,0.000527183789170449,0.0037237398183350917,0.001712766243545611,2.4816982746124268,0.09523809523809523,0.08333333333333333,0.014598540145985403,0.00012619611974365726,1.3031121060486349e-05,2.1947151259766484e-05,7.750496031746031e-06,0.9920634920634921
relative_10bin_ce,101,13,2.3890744695975323,0.13769363166953527,0.12728187750130962,0.09552360196874206,0.0005749430552531529,0.0005886820222084513,0.004249920444838963,0.00195032361589214,2.4794211387634277,0.09523809523809523,0.08333333333333333,0.014705882352941178,0.00013716969537354052,2.400469669036959e-05,0.00010242003921224359,3.616898148148148e-05,0.9841269841269841
relative_10bin_ce,101,14,2.3778954988502594,0.14113597246127366,0.13054412015034475,0.10639357516568841,0.0006017667526420688,0.0006543673689852111,0.004844490595742543,0.002218696213425129,2.4799160957336426,0.09523809523809523,0.08333333333333333,0.014705882352941178,0.00014402818014221753,3.0177332982178915e-05,0.00012436719047201006,4.391947751322751e-05,0.9841269841269841
relative_10bin_ce,101,15,2.3643947000552785,0.14802065404475043,0.13705359890825114,0.11374657326547065,0.0006123653842932989,0.0006923130872427018,0.005104091647545514,0.0023273899168100975,2.478825569152832,0.09523809523809523,0.08333333333333333,0.014705882352941178,0.00014402818014221753,3.0177332982178915e-05,0.00010973575629883242,3.8752480158730157e-05,0.9841269841269841
relative_10bin_ce,101,16,2.352580749639751,0.153184165232358,0.14215994508054255,0.12312213427853742,0.0006411517912472575,0.0007572133501934446,0.005635855092367729,0.0025515006454388985,2.4788146018981934,0.09523809523809523,0.08333333333333333,0.014925373134328358,0.0001611743920639101,4.389430251953297e-05,0.00022678722968425365,8.008845899470899e-05,0.9682539682539683
relative_10bin_ce,101,17,2.3429766846195554,0.1514629948364888,0.14084217915516473,0.12450678607592981,0.0006764805634180247,0.000845666127924699,0.006282066312715985,0.0028361212707974756,2.483694314956665,0.09523809523809523,0.08333333333333333,0.014925373134328358,0.00017626305855499957,6.652730225616715e-05,0.0004023644397623855,0.00014209242724867724,0.9682539682539683
