seed,sample_index,boundary_class,boundary_type,offset_steps,offset_ms,layer,state,transition
11,0,motion_matched,press,-5,-78.125,L2,syn_current,0.008817636963527664
11,0,motion_matched,press,-5,-78.125,L2,pre_reset,0.0051302286830378074
11,0,motion_matched,press,-4,-62.5,L1,spike50,0.07456896505838184
11,0,motion_matched,press,-4,-62.5,L1,syn_current,0.021583414375603294
11,0,motion_matched,press,-4,-62.5,L1,pre_reset,0.02374989599665045
11,0,motion_matched,press,-4,-62.5,L2,spike50,0.017820891630146884
11,0,motion_matched,press,-4,-62.5,L2,syn_current,0.01130501079591828
11,0,motion_matched,press,-4,-62.5,L2,pre_reset,0.006462394861503906
11,0,motion_matched,press,-3,-46.875,L1,spike50,0.03212274977981422
11,0,motion_matched,press,-3,-46.875,L1,syn_current,0.02876210131778023
11,0,motion_matched,press,-3,-46.875,L1,pre_reset,0.02486962420313865
11,0,motion_matched,press,-3,-46.875,L2,spike50,0.02191235419047166
11,0,motion_matched,press,-3,-46.875,L2,syn_current,0.014440141111539573
11,0,motion_matched,press,-3,-46.875,L2,pre_reset,0.005240236189669956
11,0,motion_matched,press,-2,-31.25,L1,spike50,0.026176789556638935
11,0,motion_matched,press,-2,-31.25,L1,syn_current,0.020396054026486365
11,0,motion_matched,press,-2,-31.25,L1,pre_reset,0.02899891865026416
11,0,motion_matched,press,-2,-31.25,L2,spike50,0.010603781100357978
11,0,motion_matched,press,-2,-31.25,L2,syn_current,0.008359391108481384
11,0,motion_matched,press,-2,-31.25,L2,pre_reset,0.005294862324455085
11,0,motion_matched,press,-1,-15.625,L1,spike50,0.031540332340553645
11,0,motion_matched,press,-1,-15.625,L1,syn_current,0.0018129484007884944
11,0,motion_matched,press,-1,-15.625,L1,pre_reset,0.013931205524034707
11,0,motion_matched,press,-1,-15.625,L2,spike50,0.013171934989154144
11,0,motion_matched,press,-1,-15.625,L2,syn_current,0.0033176422643949044
11,0,motion_matched,press,-1,-15.625,L2,pre_reset,0.0026297106364425726
11,0,motion_matched,press,0,0.0,L1,spike50,0.02260874393892176
11,0,motion_matched,press,0,0.0,L1,syn_current,0.0013403481419866914
11,0,motion_matched,press,0,0.0,L1,pre_reset,0.015431804766509738
11,0,motion_matched,press,0,0.0,L2,spike50,0.011660394640851668
11,0,motion_matched,press,0,0.0,L2,syn_current,0.005901843457719713
11,0,motion_matched,press,0,0.0,L2,pre_reset,0.003477527443353945
11,0,motion_matched,press,1,15.625,L1,spike50,0.04595220687916768
11,0,motion_matched,press,1,15.625,L1,syn_current,0.048844546705318015
11,0,motion_matched,press,1,15.625,L1,pre_reset,0.026257488138092033
11,0,motion_matched,press,1,15.625,L2,spike50,0.008460843139048602
11,0,motion_matched,press,1,15.625,L2,syn_current,0.0036696232080170033
11,0,motion_matched,press,1,15.625,L2,pre_reset,0.002464742463027525
11,0,motion_matched,press,2,31.25,L1,spike50,0.021569979186071175
11,0,motion_matched,press,2,31.25,L1,syn_current,0.0012868985438663216
11,0,motion_matched,press,2,31.25,L1,pre_reset,0.01800005046708375
11,0,motion_matched,press,2,31.25,L2,spike50,0.011126149560330312
11,0,motion_matched,press,2,31.25,L2,syn_current,0.0068524491336463544
11,0,motion_matched,press,2,31.25,L2,pre_reset,0.003067575586506388
11,0,motion_matched,press,3,46.875,L1,spike50,0.026806695217870602
11,0,motion_matched,press,3,46.875,L1,syn_current,0.12933430686749903
11,0,motion_matched,press,3,46.875,L1,pre_reset,0.06819144388479037
11,0,motion_matched,press,3,46.875,L2,spike50,0.010138414306210208
11,0,motion_matched,press,3,46.875,L2,syn_current,0.0039715436888528854
11,0,motion_matched,press,3,46.875,L2,pre_reset,0.002269445716889029
11,0,motion_matched,press,4,62.5,L1,spike50,0.02653052024240088
11,0,motion_matched,press,4,62.5,L1,syn_current,0.08455530856760907
11,0,motion_matched,press,4,62.5,L1,pre_reset,0.049889229358271225
11,0,motion_matched,press,4,62.5,L2,spike50,0.017203712676182925
11,0,motion_matched,press,4,62.5,L2,syn_current,0.00965292141967411
11,0,motion_matched,press,4,62.5,L2,pre_reset,0.006148047028966874
11,0,motion_matched,press,5,78.125,L1,spike50,0.12144590891343232
11,0,motion_matched,press,5,78.125,L1,syn_current,0.15652290845131656
11,0,motion_matched,press,5,78.125,L1,pre_reset,0.07760806378102936
11,0,motion_matched,press,5,78.125,L2,spike50,0.03089507603589925
11,0,motion_matched,press,5,78.125,L2,syn_current,0.06006657104285751
11,0,motion_matched,press,5,78.125,L2,pre_reset,0.021925019451132233
11,0,motion_matched,press,6,93.75,L1,spike50,0.05565718959691701
11,0,motion_matched,press,6,93.75,L1,syn_current,0.02310771430252978
11,0,motion_matched,press,6,93.75,L1,pre_reset,0.030515615421410347
11,0,motion_matched,press,6,93.75,L2,spike50,0.03252547274950335
11,0,motion_matched,press,6,93.75,L2,syn_current,0.017505127604019677
11,0,motion_matched,press,6,93.75,L2,pre_reset,0.007371796301810063
11,0,motion_matched,press,7,109.375,L1,spike50,0.04981761141240604
11,0,motion_matched,press,7,109.375,L1,syn_current,0.002966134035966239
11,0,motion_matched,press,7,109.375,L1,pre_reset,0.019660199850406346
11,0,motion_matched,press,7,109.375,L2,spike50,0.0395297000180026
11,0,motion_matched,press,7,109.375,L2,syn_current,0.04361027964413644
11,0,motion_matched,press,7,109.375,L2,pre_reset,0.019648669029262322
11,0,motion_matched,press,8,125.0,L1,spike50,0.03926787172266122
11,0,motion_matched,press,8,125.0,L1,syn_current,0.20562630986927977
11,0,motion_matched,press,8,125.0,L1,pre_reset,0.11525118490966546
11,0,motion_matched,press,8,125.0,L2,spike50,0.03968570517108416
11,0,motion_matched,press,8,125.0,L2,syn_current,0.03457476004301285
11,0,motion_matched,press,8,125.0,L2,pre_reset,0.015274951786608093
11,0,motion_matched,press,9,140.625,L1,spike50,0.07971113906813065
11,0,motion_matched,press,9,140.625,L1,syn_current,0.0027044511962867057
11,0,motion_matched,press,9,140.625,L1,pre_reset,0.02295627637762032
11,0,motion_matched,press,9,140.625,L2,spike50,0.030014677141345536
11,0,motion_matched,press,9,140.625,L2,syn_current,0.01579312000568267
11,0,motion_matched,press,9,140.625,L2,pre_reset,0.01019254753711063
11,0,motion_matched,press,10,156.25,L1,spike50,0.07146993297109683
11,0,motion_matched,press,10,156.25,L1,syn_current,0.01867828593937504
11,0,motion_matched,press,10,156.25,L1,pre_reset,0.019224629293134954
11,0,motion_matched,press,10,156.25,L2,spike50,0.03422386860249149
11,0,motion_matched,press,10,156.25,L2,syn_current,0.02465932500760115
11,0,motion_matched,press,10,156.25,L2,pre_reset,0.012141896205558056
11,0,motion_matched,press,11,171.875,L1,spike50,0.07005106536587491
11,0,motion_matched,press,11,171.875,L1,syn_current,0.0339542044566431
11,0,motion_matched,press,11,171.875,L1,pre_reset,0.02784459884769752
11,0,motion_matched,press,11,171.875,L2,spike50,0.025874665396598884
11,0,motion_matched,press,11,171.875,L2,syn_current,0.023124013314542724
11,0,motion_matched,press,11,171.875,L2,pre_reset,0.008174435088919685
11,0,motion_matched,press,12,187.5,L1,spike50,0.030338338360743622
11,0,motion_matched,press,12,187.5,L1,syn_current,0.0018867775431999911
11,0,motion_matched,press,12,187.5,L1,pre_reset,0.01621687177507436
11,0,motion_matched,press,12,187.5,L2,spike50,0.033958054806962235
11,0,motion_matched,press,12,187.5,L2,syn_current,0.05305171867611336
11,0,motion_matched,press,12,187.5,L2,pre_reset,0.016578606228197734
11,0,motion_matched,press,13,203.125,L1,spike50,0.028360598761167255
11,0,motion_matched,press,13,203.125,L1,syn_current,0.11657919601621658
11,0,motion_matched,press,13,203.125,L1,pre_reset,0.06171664630410356
11,0,motion_matched,press,13,203.125,L2,spike50,0.024720785084139996
11,0,motion_matched,press,13,203.125,L2,syn_current,0.032288797244492184
11,0,motion_matched,press,13,203.125,L2,pre_reset,0.009278911417968994
11,0,motion_matched,press,14,218.75,L1,spike50,0.0976394165291653
11,0,motion_matched,press,14,218.75,L1,syn_current,0.13566322238477002
11,0,motion_matched,press,14,218.75,L1,pre_reset,0.07646451873896642
11,0,motion_matched,press,14,218.75,L2,spike50,0.028386137244367116
11,0,motion_matched,press,14,218.75,L2,syn_current,0.03474590902403907
11,0,motion_matched,press,14,218.75,L2,pre_reset,0.015252227378623195
11,0,motion_matched,press,15,234.375,L1,spike50,0.06857909486947789
11,0,motion_matched,press,15,234.375,L1,syn_current,0.06464380326620656
11,0,motion_matched,press,15,234.375,L1,pre_reset,0.047915597610093896
11,0,motion_matched,press,15,234.375,L2,spike50,0.021413496003405807
11,0,motion_matched,press,15,234.375,L2,syn_current,0.05306484334684236
11,0,motion_matched,press,15,234.375,L2,pre_reset,0.017779230271169788
11,0,motion_matched,press,16,250.0,L1,spike50,0.031931637876243646
11,0,motion_matched,press,16,250.0,L1,syn_current,0.0031660958591255284
11,0,motion_matched,press,16,250.0,L1,pre_reset,0.022565764039299885
11,0,motion_matched,press,16,250.0,L2,spike50,0.024556696011102663
11,0,motion_matched,press,16,250.0,L2,syn_current,0.03681086087220142
11,0,motion_matched,press,16,250.0,L2,pre_reset,0.013996805204477991
11,0,motion_matched,lift,-16,-250.0,L1,spike50,0.042473957472920376
11,0,motion_matched,lift,-16,-250.0,L1,syn_current,0.002207603444491335
11,0,motion_matched,lift,-16,-250.0,L1,pre_reset,0.007560035763936157
11,0,motion_matched,lift,-16,-250.0,L2,spike50,0.023498310921508447
11,0,motion_matched,lift,-16,-250.0,L2,syn_current,0.0053180572778604995
11,0,motion_matched,lift,-16,-250.0,L2,pre_reset,0.003124010248523601
11,0,motion_matched,lift,-15,-234.375,L1,spike50,0.1913542623078036
11,0,motion_matched,lift,-15,-234.375,L1,syn_current,0.1743329841545036
11,0,motion_matched,lift,-15,-234.375,L1,pre_reset,0.07415598374927657
11,0,motion_matched,lift,-15,-234.375,L2,spike50,0.029179414243426516
11,0,motion_matched,lift,-15,-234.375,L2,syn_current,0.030389448869328706
11,0,motion_matched,lift,-15,-234.375,L2,pre_reset,0.009436582261221682
11,0,motion_matched,lift,-14,-218.75,L1,spike50,0.08988452588037621
11,0,motion_matched,lift,-14,-218.75,L1,syn_current,0.003820453980097227
11,0,motion_matched,lift,-14,-218.75,L1,pre_reset,0.024451098381602754
11,0,motion_matched,lift,-14,-218.75,L2,spike50,0.026113758531440823
11,0,motion_matched,lift,-14,-218.75,L2,syn_current,0.005922373598518327
11,0,motion_matched,lift,-14,-218.75,L2,pre_reset,0.002890329736611408
11,0,motion_matched,lift,-13,-203.125,L1,spike50,0.08457124668010518
11,0,motion_matched,lift,-13,-203.125,L1,syn_current,0.0030501376806770786
11,0,motion_matched,lift,-13,-203.125,L1,pre_reset,0.012338319773740225
11,0,motion_matched,lift,-13,-203.125,L2,spike50,0.026421042615005996
11,0,motion_matched,lift,-13,-203.125,L2,syn_current,0.006718474894887416
11,0,motion_matched,lift,-13,-203.125,L2,pre_reset,0.0031614334421362633
11,0,motion_matched,lift,-12,-187.5,L1,spike50,0.05129380570650888
11,0,motion_matched,lift,-12,-187.5,L1,syn_current,0.2230851945063368
11,0,motion_matched,lift,-12,-187.5,L1,pre_reset,0.09336110354693172
11,0,motion_matched,lift,-12,-187.5,L2,spike50,0.019716400446310844
11,0,motion_matched,lift,-12,-187.5,L2,syn_current,0.007697577673526967
11,0,motion_matched,lift,-12,-187.5,L2,pre_reset,0.003597653099596254
11,0,motion_matched,lift,-11,-171.875,L1,spike50,0.23306495484525602
11,0,motion_matched,lift,-11,-171.875,L1,syn_current,0.01580319166585542
11,0,motion_matched,lift,-11,-171.875,L1,pre_reset,0.024569388152292038
11,0,motion_matched,lift,-11,-171.875,L2,spike50,0.01052660893633095
11,0,motion_matched,lift,-11,-171.875,L2,syn_current,0.010799422242404932
11,0,motion_matched,lift,-11,-171.875,L2,pre_reset,0.005153343744875971
11,0,motion_matched,lift,-10,-156.25,L1,spike50,0.10013510049052765
11,0,motion_matched,lift,-10,-156.25,L1,syn_current,0.002910052881869074
11,0,motion_matched,lift,-10,-156.25,L1,pre_reset,0.01773330924313632
11,0,motion_matched,lift,-10,-156.25,L2,spike50,0.014777341485766593
11,0,motion_matched,lift,-10,-156.25,L2,syn_current,0.006892720340585856
11,0,motion_matched,lift,-10,-156.25,L2,pre_reset,0.003323013087438431
11,0,motion_matched,lift,-9,-140.625,L1,spike50,0.08538194783080755
11,0,motion_matched,lift,-9,-140.625,L1,syn_current,0.0318418985718687
11,0,motion_matched,lift,-9,-140.625,L1,pre_reset,0.023970052513151652
11,0,motion_matched,lift,-9,-140.625,L2,spike50,0.014681789344818452
11,0,motion_matched,lift,-9,-140.625,L2,syn_current,0.005447983601180262
11,0,motion_matched,lift,-9,-140.625,L2,pre_reset,0.0035549244182233597
11,0,motion_matched,lift,-8,-125.0,L1,spike50,0.08438813716220195
11,0,motion_matched,lift,-8,-125.0,L1,syn_current,0.0022101359893114125
11,0,motion_matched,lift,-8,-125.0,L1,pre_reset,0.014837615197224263
11,0,motion_matched,lift,-8,-125.0,L2,spike50,0.02136453870170396
11,0,motion_matched,lift,-8,-125.0,L2,syn_current,0.026386545291031904
11,0,motion_matched,lift,-8,-125.0,L2,pre_reset,0.008464145736123974
11,0,motion_matched,lift,-7,-109.375,L1,spike50,0.06297027988897497
11,0,motion_matched,lift,-7,-109.375,L1,syn_current,0.0145169298729253
11,0,motion_matched,lift,-7,-109.375,L1,pre_reset,0.01601386451898068
11,0,motion_matched,lift,-7,-109.375,L2,spike50,0.010754685273380526
11,0,motion_matched,lift,-7,-109.375,L2,syn_current,0.002031703170638832
11,0,motion_matched,lift,-7,-109.375,L2,pre_reset,0.002520479133130249
11,0,motion_matched,lift,-6,-93.75,L1,spike50,0.21588148271551544
11,0,motion_matched,lift,-6,-93.75,L1,syn_current,0.3410336972738962
11,0,motion_matched,lift,-6,-93.75,L1,pre_reset,0.17087546373136153
11,0,motion_matched,lift,-6,-93.75,L2,spike50,0.026239562936952954
11,0,motion_matched,lift,-6,-93.75,L2,syn_current,0.016479783399561354
11,0,motion_matched,lift,-6,-93.75,L2,pre_reset,0.007796330281826136
11,0,motion_matched,lift,-5,-78.125,L1,spike50,0.06922022546749562
11,0,motion_matched,lift,-5,-78.125,L1,syn_current,0.003426416889293571
11,0,motion_matched,lift,-5,-78.125,L1,pre_reset,0.027767119065152168
11,0,motion_matched,lift,-5,-78.125,L2,spike50,0.0174116084278102
11,0,motion_matched,lift,-5,-78.125,L2,syn_current,0.008817636963527664
11,0,motion_matched,lift,-5,-78.125,L2,pre_reset,0.0051302286830378074
11,0,motion_matched,lift,-4,-62.5,L1,spike50,0.07456896505838184
11,0,motion_matched,lift,-4,-62.5,L1,syn_current,0.021583414375603294
11,0,motion_matched,lift,-4,-62.5,L1,pre_reset,0.02374989599665045
11,0,motion_matched,lift,-4,-62.5,L2,spike50,0.017820891630146884
11,0,motion_matched,lift,-4,-62.5,L2,syn_current,0.01130501079591828
11,0,motion_matched,lift,-4,-62.5,L2,pre_reset,0.006462394861503906
11,0,motion_matched,lift,-3,-46.875,L1,spike50,0.03212274977981422
11,0,motion_matched,lift,-3,-46.875,L1,syn_current,0.02876210131778023
11,0,motion_matched,lift,-3,-46.875,L1,pre_reset,0.02486962420313865
11,0,motion_matched,lift,-3,-46.875,L2,spike50,0.02191235419047166
11,0,motion_matched,lift,-3,-46.875,L2,syn_current,0.014440141111539573
11,0,motion_matched,lift,-3,-46.875,L2,pre_reset,0.005240236189669956
11,0,motion_matched,lift,-2,-31.25,L1,spike50,0.026176789556638935
11,0,motion_matched,lift,-2,-31.25,L1,syn_current,0.020396054026486365
11,0,motion_matched,lift,-2,-31.25,L1,pre_reset,0.02899891865026416
11,0,motion_matched,lift,-2,-31.25,L2,spike50,0.010603781100357978
11,0,motion_matched,lift,-2,-31.25,L2,syn_current,0.008359391108481384
11,0,motion_matched,lift,-2,-31.25,L2,pre_reset,0.005294862324455085
11,0,motion_matched,lift,-1,-15.625,L1,spike50,0.031540332340553645
11,0,motion_matched,lift,-1,-15.625,L1,syn_current,0.0018129484007884944
11,0,motion_matched,lift,-1,-15.625,L1,pre_reset,0.013931205524034707
11,0,motion_matched,lift,-1,-15.625,L2,spike50,0.013171934989154144
11,0,motion_matched,lift,-1,-15.625,L2,syn_current,0.0033176422643949044
11,0,motion_matched,lift,-1,-15.625,L2,pre_reset,0.0026297106364425726
11,0,motion_matched,lift,0,0.0,L1,spike50,0.02260874393892176
11,0,motion_matched,lift,0,0.0,L1,syn_current,0.0013403481419866914
11,0,motion_matched,lift,0,0.0,L1,pre_reset,0.015431804766509738
11,0,motion_matched,lift,0,0.0,L2,spike50,0.011660394640851668
11,0,motion_matched,lift,0,0.0,L2,syn_current,0.005901843457719713
11,0,motion_matched,lift,0,0.0,L2,pre_reset,0.003477527443353945
11,0,motion_matched,lift,1,15.625,L1,spike50,0.04595220687916768
11,0,motion_matched,lift,1,15.625,L1,syn_current,0.048844546705318015
11,0,motion_matched,lift,1,15.625,L1,pre_reset,0.026257488138092033
11,0,motion_matched,lift,1,15.625,L2,spike50,0.008460843139048602
11,0,motion_matched,lift,1,15.625,L2,syn_current,0.0036696232080170033
11,0,motion_matched,lift,1,15.625,L2,pre_reset,0.002464742463027525
11,0,motion_matched,lift,2,31.25,L1,spike50,0.021569979186071175
11,0,motion_matched,lift,2,31.25,L1,syn_current,0.0012868985438663216
11,0,motion_matched,lift,2,31.25,L1,pre_reset,0.01800005046708375
11,0,motion_matched,lift,2,31.25,L2,spike50,0.011126149560330312
11,0,motion_matched,lift,2,31.25,L2,syn_current,0.0068524491336463544
11,0,motion_matched,lift,2,31.25,L2,pre_reset,0.003067575586506388
11,0,motion_matched,lift,3,46.875,L1,spike50,0.026806695217870602
11,0,motion_matched,lift,3,46.875,L1,syn_current,0.12933430686749903
11,0,motion_matched,lift,3,46.875,L1,pre_reset,0.06819144388479037
11,0,motion_matched,lift,3,46.875,L2,spike50,0.010138414306210208
11,0,motion_matched,lift,3,46.875,L2,syn_current,0.0039715436888528854
11,0,motion_matched,lift,3,46.875,L2,pre_reset,0.002269445716889029
11,0,motion_matched,lift,4,62.5,L1,spike50,0.02653052024240088
11,0,motion_matched,lift,4,62.5,L1,syn_current,0.08455530856760907
11,0,motion_matched,lift,4,62.5,L1,pre_reset,0.049889229358271225
11,0,motion_matched,lift,4,62.5,L2,spike50,0.017203712676182925
11,0,motion_matched,lift,4,62.5,L2,syn_current,0.00965292141967411
11,0,motion_matched,lift,4,62.5,L2,pre_reset,0.006148047028966874
11,0,motion_matched,lift,5,78.125,L1,spike50,0.12144590891343232
11,0,motion_matched,lift,5,78.125,L1,syn_current,0.15652290845131656
11,0,motion_matched,lift,5,78.125,L1,pre_reset,0.07760806378102936
11,0,motion_matched,lift,5,78.125,L2,spike50,0.03089507603589925
11,0,motion_matched,lift,5,78.125,L2,syn_current,0.06006657104285751
11,0,motion_matched,lift,5,78.125,L2,pre_reset,0.021925019451132233
11,0,motion_matched,lift,6,93.75,L1,spike50,0.05565718959691701
11,0,motion_matched,lift,6,93.75,L1,syn_current,0.02310771430252978
11,0,motion_matched,lift,6,93.75,L1,pre_reset,0.030515615421410347
11,0,motion_matched,lift,6,93.75,L2,spike50,0.03252547274950335
11,0,motion_matched,lift,6,93.75,L2,syn_current,0.017505127604019677
11,0,motion_matched,lift,6,93.75,L2,pre_reset,0.007371796301810063
11,0,motion_matched,lift,7,109.375,L1,spike50,0.04981761141240604
11,0,motion_matched,lift,7,109.375,L1,syn_current,0.002966134035966239
11,0,motion_matched,lift,7,109.375,L1,pre_reset,0.019660199850406346
11,0,motion_matched,lift,7,109.375,L2,spike50,0.0395297000180026
11,0,motion_matched,lift,7,109.375,L2,syn_current,0.04361027964413644
11,0,motion_matched,lift,7,109.375,L2,pre_reset,0.019648669029262322
11,0,motion_matched,lift,8,125.0,L1,spike50,0.03926787172266122
11,0,motion_matched,lift,8,125.0,L1,syn_current,0.20562630986927977
11,0,motion_matched,lift,8,125.0,L1,pre_reset,0.11525118490966546
11,0,motion_matched,lift,8,125.0,L2,spike50,0.03968570517108416
11,0,motion_matched,lift,8,125.0,L2,syn_current,0.03457476004301285
11,0,motion_matched,lift,8,125.0,L2,pre_reset,0.015274951786608093
11,0,motion_matched,lift,9,140.625,L1,spike50,0.07971113906813065
11,0,motion_matched,lift,9,140.625,L1,syn_current,0.0027044511962867057
11,0,motion_matched,lift,9,140.625,L1,pre_reset,0.02295627637762032
