epoch,train_objective_loss,train_loss,train_balanced_accuracy,train_accuracy,train_macro_f1,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,train_output_firing_rate,val_output_firing_rate,train_hidden1_firing_rate,train_hidden2_firing_rate,val_hidden1_firing_rate,val_hidden2_firing_rate
1,2.4849066734313965,2.4849066734313965,0.08333333333333333,0.07756813417190776,0.01199740596627756,2.4849066734313965,0.08333333333333333,0.07738095238095238,0.011970534069981583,0.0,0.0,5.322982180293501e-05,1.1260154612159329e-05,1.743861607142857e-05,0.0
2,2.4849066734313965,2.481274889700068,0.08735465116279069,0.08176100628930817,0.019897190271618626,2.4849066734313965,0.08333333333333333,0.07738095238095238,0.011970534069981583,2.1837875611460516e-05,0.0,0.00012181439989517819,6.0395374737945495e-05,6.684802827380953e-05,1.1625744047619047e-05
3,2.4797927718492425,2.4703925260707766,0.09142211148025102,0.0859538784067086,0.02788543234891372,2.4849066734313965,0.08333333333333333,0.07738095238095238,0.011970534069981583,0.00015286512928022362,0.0,0.00024874705188679245,0.00015047661163522012,0.00019182477678571428,6.394159226190477e-05
4,2.467977670753527,2.460043420331783,0.09804759597637504,0.09224318658280922,0.04066683083001422,2.4921654973711287,0.07051282051282051,0.06547619047619048,0.010299625468164793,0.00029481132075471697,0.00015500992063492063,0.0005251326650943396,0.0003367809879454927,0.0003952752976190476,0.00029355003720238094
5,2.459503399251142,2.4478497945037776,0.09932149568777476,0.09433962264150944,0.04281086054341868,2.5096263658432734,0.07051282051282051,0.06547619047619048,0.010357815442561206,0.0005241090146750524,0.0003720238095238095,0.0009120725235849057,0.000662301821278826,0.0006394159226190476,0.0006510416666666666
6,2.445432923874765,2.4143753796503478,0.12127559264187171,0.11740041928721175,0.08011195413156197,2.530932585398356,0.07051282051282051,0.06547619047619048,0.010476190476190477,0.0011683263452131377,0.0009300595238095238,0.0017074488993710692,0.0016122494103773585,0.001060849144345238,0.0012177966889880952
7,2.39032107079304,2.33719347258034,0.14381755424633333,0.14255765199161424,0.11823736674050746,2.51681619598752,0.07852564102564102,0.07738095238095238,0.03446455505279035,0.002784329140461216,0.002232142857142857,0.0028948833857442347,0.0035008844339622642,0.001708984375,0.002246675037202381
8,2.3274263945765465,2.292641591725859,0.144758673937453,0.14465408805031446,0.11333679926983466,2.545482885269892,0.08447802197802197,0.08333333333333333,0.04272387504094821,0.004607791754018169,0.0032862103174603175,0.003960503472222222,0.0059228413259958075,0.002255394345238095,0.003391810825892857
9,2.2882214862095736,2.2685835681371467,0.1656865214278005,0.16561844863731656,0.12951386540134027,2.5358770347776867,0.09935897435897435,0.10119047619047619,0.04752920035938904,0.005361198462613557,0.003627232142857143,0.004160115303983228,0.006626089164046121,0.002365838913690476,0.003734770275297619
10,2.256820529261975,2.229162874961549,0.17642694935572845,0.1761006289308176,0.1398667033586204,2.5466930071512857,0.09935897435897435,0.10119047619047619,0.048532456460845204,0.005099143955276031,0.004030257936507937,0.004092554376310273,0.006504274764150943,0.0024355933779761905,0.003859747023809524
